user_id,skill_name,correct,opportunity,hint_count,attempt_count,order_id,original,ms_first_response
53167,Addition and Subtraction Integers,1,1,0,1,24605774,1,9985
53167,Addition and Subtraction Integers,1,2,0,1,24605844,1,5469
53167,Multiplication and Division Integers,1,1,0,1,24605927,1,4687
53167,Multiplication and Division Integers,1,2,0,1,24605968,1,4297
53167,Congruence,1,1,0,1,24606012,1,10672
53167,Rounding,1,1,0,1,24606065,1,5547
53167,Multiplication and Division Integers,1,3,0,1,24606114,1,3532
53167,Multiplication Fractions,1,1,0,1,24606174,1,9172
53167,Addition and Subtraction Integers,1,3,0,1,24606239,1,18064
53167,Addition and Subtraction Fractions,0,1,0,5,24606351,1,26720
53167,Addition and Subtraction Fractions,1,2,0,1,24606718,1,26673
53167,Addition and Subtraction Fractions,0,3,0,3,24606849,1,32048
53167,Addition and Subtraction Fractions,0,4,0,4,24607039,1,8969
53167,Addition and Subtraction Fractions,1,5,0,1,24607312,1,9016
53167,Addition Whole Numbers,1,1,0,1,24607426,1,39938
53167,Addition Whole Numbers,1,2,0,1,24607585,1,49877
53167,Addition Whole Numbers,1,3,0,1,24607792,1,45595
53167,Addition and Subtraction Fractions,1,6,0,1,24608148,1,6468
53167,Addition and Subtraction Positive Decimals,1,5,0,1,24608298,1,19797
53167,Multiplication and Division Integers,1,4,0,1,24608503,1,10922
53167,Addition and Subtraction Fractions,1,7,0,1,25442822,1,33613
53167,Addition and Subtraction Fractions,1,8,0,1,25443243,1,12627
53167,Addition and Subtraction Positive Decimals,1,6,0,1,25443918,1,32785
53167,Ordering Integers,1,1,0,1,26352791,1,10765
53167,Ordering Positive Decimals,1,1,0,1,26352933,1,10391
53167,Multiplication and Division Integers,1,5,0,1,26353050,1,9078
53167,"Order of Operations +,-,/,* () positive reals",0,1,0,1,26353139,1,39420
53167,Solving for a variable,1,1,0,1,26450587,1,22579
53167,Surface Area Rectangular Prism,0,1,0,6,26450609,1,78023
53167,Surface Area Rectangular Prism,1,2,0,1,26450916,1,17508
53167,Surface Area Rectangular Prism,1,3,0,1,26450927,1,17707
53167,Surface Area Rectangular Prism,1,4,0,1,26450959,1,35940
53167,Nets of 3D Figures,1,1,0,1,26450993,1,25552
53167,Calculations with Similar Figures,1,1,0,1,26451020,1,93535
53167,Table,1,1,0,1,26451064,1,42792
53167,Probability of a Single Event,1,1,0,1,26451064,1,42792
53167,Table,1,2,0,1,26451096,1,54136
53167,Fraction Of,1,1,0,1,26451096,1,54136
53167,Probability of a Single Event,1,2,0,1,26451143,1,29137
53167,Probability of a Single Event,1,3,0,1,26451162,1,9647
53167,Table,0,3,0,1,26451191,1,52353
53167,Range,0,1,0,1,26451191,1,52353
53167,Table,1,4,0,1,26451232,1,10166
53167,Range,1,2,0,1,26451232,1,10166
53167,Table,1,5,0,1,26451248,1,10970
53167,Range,1,3,0,1,26451248,1,10970
53167,Table,1,6,0,1,26451259,1,11101
53167,Range,1,4,0,1,26451259,1,11101
53167,Table,1,7,0,1,26451283,1,33539
53167,Mode,1,1,0,1,26451283,1,33539
53167,Table,1,8,0,1,26451302,1,8609
53167,Mode,1,2,0,1,26451302,1,8609
53167,Conversion of Fraction Decimals Percents,1,1,0,1,26452625,1,96885
53167,Subtraction Whole Numbers,0,1,0,1,26452663,1,5129
53167,Absolute Value,0,1,0,1,26452663,1,5129
53167,Addition Whole Numbers,1,4,0,1,26452685,1,8265
53167,Absolute Value,1,2,0,1,26452685,1,8265
53167,Addition Whole Numbers,1,5,0,1,26452697,1,11844
53167,Absolute Value,1,3,0,1,26452697,1,11844
53167,Subtraction Whole Numbers,1,2,0,1,26452708,1,6798
53167,Absolute Value,1,4,0,1,26452708,1,6798
53167,Ordering Positive Decimals,1,2,0,1,26452737,1,7816
53167,Ordering Fractions,1,1,0,1,26452762,1,9232
53167,Proportion,1,1,0,1,26452781,1,21363
53167,Ordering Integers,1,2,0,1,26452844,1,9624
53167,Equation Solving Two or Fewer Steps,0,1,0,0,26452865,1,207414
53167,Equation Solving Two or Fewer Steps,0,2,1,3,26453204,1,29500
53167,Equation Solving Two or Fewer Steps,1,3,0,1,26453297,1,23340
53167,Equation Solving Two or Fewer Steps,1,4,0,1,26453331,1,42398
53167,Equation Solving Two or Fewer Steps,1,5,0,1,26453361,1,19136
53167,D.4.8-understanding-concept-of-probabilities,1,1,0,1,26453403,1,56780
53167,Complementary and Supplementary Angles,0,1,1,2,26453502,1,12638
53167,Complementary and Supplementary Angles,0,2,1,2,26453530,1,16029
53167,Complementary and Supplementary Angles,1,3,0,1,26453568,1,6769
53167,Complementary and Supplementary Angles,1,4,0,1,26453580,1,7275
53167,Complementary and Supplementary Angles,1,5,0,1,26453585,1,17347
53167,Circumference ,0,1,1,7,26453603,1,12598
53167,Circumference ,1,2,0,1,27220978,1,44094
53167,Circumference ,0,3,2,4,27221116,1,15688
53167,Circumference ,1,4,0,1,27221468,1,10891
53167,Circumference ,1,5,0,1,27221508,1,45453
53167,Circumference ,0,6,0,2,27221657,1,41906
53167,Table,1,9,0,1,27222085,1,103798
53167,Median,1,1,0,1,27222085,1,103798
53167,Table,0,10,0,1,27222365,1,43953
53167,Median,0,2,0,1,27222365,1,43953
53167,Table,1,11,0,1,27223523,1,67097
53167,Median,1,3,0,1,27223523,1,67097
53167,Calculations with Similar Figures,1,2,0,1,27224262,1,16313
53167,Area Circle,0,1,4,7,27224437,1,43485
53167,Area Circle,0,2,0,2,27227130,1,23235
53167,Area Circle,0,3,0,2,27228012,1,39251
53167,Area Circle,1,4,0,1,27228356,1,51532
53167,Area Circle,0,5,0,1,27228805,1,76766
53167,Addition Whole Numbers,1,6,0,1,32513858,1,13023
53167,Absolute Value,1,5,0,1,32513858,1,13023
53167,Addition Whole Numbers,1,7,0,1,32513894,1,9484
53167,Absolute Value,1,6,0,1,32513894,1,9484
53167,Addition and Subtraction Integers,0,4,1,3,32513933,1,14245
53167,Addition and Subtraction Integers,1,5,0,1,32514095,1,17633
53167,Addition and Subtraction Integers,1,6,0,1,32514111,1,3457
53167,Addition and Subtraction Integers,1,7,0,1,32514122,1,7106
53167,Addition and Subtraction Positive Decimals,1,7,0,1,32514163,1,234539
53167,Addition and Subtraction Fractions,1,9,0,1,32514554,1,48588
53167,Addition and Subtraction Fractions,1,10,0,1,32514646,1,23514
53167,Addition Whole Numbers,1,8,0,1,32514688,1,43725
53167,Addition Whole Numbers,1,9,0,1,32514728,1,35559
53167,Addition Whole Numbers,1,10,0,1,32514761,1,24237
53167,Addition Whole Numbers,1,11,0,1,32514789,1,25224
53167,Addition Whole Numbers,1,12,0,1,32514822,1,24003
53167,Ordering Positive Decimals,1,3,0,1,32514864,1,21520
53167,Conversion of Fraction Decimals Percents,1,2,0,1,32514907,1,57645
53167,Conversion of Fraction Decimals Percents,1,3,0,1,32514972,1,8859
53167,Conversion of Fraction Decimals Percents,1,4,0,1,32514984,1,7005
53167,Conversion of Fraction Decimals Percents,1,5,0,1,32515000,1,12773
53167,Conversion of Fraction Decimals Percents,0,6,2,3,32515547,1,11879
53167,Conversion of Fraction Decimals Percents,0,7,3,8,32515693,1,20404
53167,Conversion of Fraction Decimals Percents,1,8,0,1,32515919,1,18520
53167,Conversion of Fraction Decimals Percents,1,9,0,1,32515956,1,13506
53167,Conversion of Fraction Decimals Percents,1,10,0,1,32515976,1,17231
53167,Conversion of Fraction Decimals Percents,1,11,0,1,32515996,1,50428
53167,Unit Conversion Within a System,0,1,1,4,32516037,1,182992
53167,Unit Rate,0,1,1,4,32516037,1,182992
53167,Unit Conversion Within a System,0,2,4,5,32516688,1,89390
53167,Multiplication Whole Numbers,0,1,4,5,32516688,1,89390
53167,Unit Conversion Within a System,0,3,0,5,32516839,1,88643
53167,Unit Conversion Within a System,1,4,0,1,32516973,1,29419
53167,Multiplication Whole Numbers,1,2,0,1,32516973,1,29419
53167,Unit Conversion Within a System,1,5,0,1,32516982,1,15127
53167,Multiplication Whole Numbers,1,3,0,1,32516982,1,15127
53167,Unit Conversion Within a System,1,6,0,1,32516992,1,8953
53167,Percent Of,0,1,0,4,32517015,1,99708
53167,Percent Of,0,2,0,4,32517156,1,68479
53167,Percent Of,1,3,0,1,32517250,1,40152
53167,Percent Of,1,4,0,1,32517295,1,34533
53167,Percent Of,1,5,0,1,32517316,1,39228
53167,Multiplication and Division Positive Decimals,0,1,0,2,32517362,1,31771
53167,Multiplication and Division Positive Decimals,1,2,0,1,32517401,1,16620
53167,Multiplication and Division Positive Decimals,1,3,0,1,32517422,1,22302
53167,Multiplication and Division Positive Decimals,1,4,0,1,32517445,1,15558
53167,Division Fractions,0,1,0,2,32517498,1,81429
53167,Division Fractions,1,2,0,1,32517627,1,23471
53167,Division Fractions,1,3,0,1,32517648,1,22610
53167,Division Fractions,1,4,0,1,32517672,1,26092
53167,Multiplication and Division Integers,0,6,4,6,32517717,1,67075
53167,Multiplication and Division Integers,1,7,0,1,32517934,1,218239
53167,Multiplication and Division Integers,1,8,0,1,32518135,1,3502
53167,Multiplication and Division Integers,1,9,0,1,32518143,1,56501
53167,Multiplication and Division Integers,1,10,0,1,32518240,1,8014
53167,Exponents,1,1,0,1,32518261,1,11725
53167,Divisibility Rules,0,1,0,3,32528891,1,17346
53167,Divisibility Rules,0,2,0,2,32528900,1,31621
53167,Divisibility Rules,1,3,0,1,32528913,1,11756
53167,Divisibility Rules,1,4,0,1,32528920,1,7927
53167,Divisibility Rules,0,5,0,2,32528927,1,17995
53167,Divisibility Rules,0,6,0,3,32528939,1,30494
53167,Divisibility Rules,1,7,0,1,32528966,1,12973
53167,Divisibility Rules,1,8,0,1,32528980,1,6447
53167,Divisibility Rules,1,9,0,1,32528987,1,35547
53167,Divisibility Rules,1,10,0,1,32529015,1,10065
53167,Multiplication and Division Integers,1,11,0,1,32529048,1,6238
53167,Multiplication and Division Integers,1,12,0,1,32529061,1,14383
53167,Addition and Subtraction Integers,1,8,0,1,32529084,1,5237
53167,Least Common Multiple,0,1,1,4,32529106,1,36067
53167,Least Common Multiple,1,2,0,1,32529196,1,62937
53167,Least Common Multiple,1,3,0,1,32529259,1,70209
53167,Least Common Multiple,1,4,0,1,32529305,1,21211
53167,Least Common Multiple,0,5,0,3,32529351,1,4088
53167,Least Common Multiple,1,6,0,1,32529377,1,4430
53167,Least Common Multiple,1,7,0,1,32529384,1,10823
53167,Least Common Multiple,1,8,0,1,32529390,1,2823
53167,Ordering Positive Decimals,1,4,0,1,32529407,1,6655
53167,Ordering Positive Decimals,1,5,0,1,32529434,1,20209
53167,Ordering Fractions,1,2,0,1,32529434,1,20209
53167,Ordering Positive Decimals,1,6,0,1,32529465,1,7756
53167,Ordering Fractions,1,3,0,1,32529488,1,9598
53167,Ordering Fractions,1,4,0,1,32529506,1,5068
53167,Ordering Fractions,1,5,0,1,32529528,1,7328
53167,Ordering Fractions,1,6,0,1,32529557,1,11070
53167,Ordering Fractions,1,7,0,1,32529580,1,5144
53167,Ordering Fractions,1,8,0,1,32529610,1,7258
53167,Ordering Integers,1,3,0,1,32529642,1,4636
53167,Ordering Integers,1,4,0,1,32529668,1,5566
53167,Ordering Integers,1,5,0,1,32529692,1,16835
53167,Ordering Real Numbers,1,1,0,1,32529692,1,16835
53167,Square Root,1,1,0,1,32529692,1,16835
53167,Ordering Integers,0,6,0,3,32529723,1,24901
53167,Ordering Real Numbers,0,2,0,3,32529723,1,24901
53167,Square Root,0,2,0,3,32529723,1,24901
53167,Ordering Integers,0,7,0,2,32529765,1,31190
53167,Ordering Real Numbers,0,3,0,2,32529765,1,31190
53167,Square Root,0,3,0,2,32529765,1,31190
53167,Ordering Integers,0,8,0,2,32529795,1,26650
53167,Ordering Real Numbers,0,4,0,2,32529795,1,26650
53167,Square Root,0,4,0,2,32529795,1,26650
53167,Ordering Integers,0,9,1,3,32529828,1,40449
53167,Ordering Real Numbers,0,5,1,3,32529828,1,40449
53167,Square Root,0,5,1,3,32529828,1,40449
53167,Ordering Integers,1,10,0,1,32529901,1,16920
53167,Ordering Real Numbers,1,6,0,1,32529901,1,16920
53167,Square Root,1,6,0,1,32529901,1,16920
53167,Ordering Integers,1,11,0,1,32529911,1,17820
53167,Ordering Real Numbers,1,7,0,1,32529911,1,17820
53167,Square Root,1,7,0,1,32529911,1,17820
53167,Order of Operations All,1,1,0,1,32529945,1,5662
53167,"Order of Operations +,-,/,* () positive reals",0,2,0,1,32529969,1,25724
53167,"Order of Operations +,-,/,* () positive reals",1,3,0,1,32530142,1,8726
53167,"Order of Operations +,-,/,* () positive reals",1,4,0,1,32530150,1,21692
53167,"Order of Operations +,-,/,* () positive reals",1,5,0,1,32530189,1,15572
53167,Order of Operations All,0,2,0,3,32530210,1,34711
53167,Order of Operations All,0,3,0,2,32530266,1,44042
53167,Order of Operations All,0,4,0,2,32530316,1,28210
53167,Order of Operations All,1,5,0,1,32530374,1,20924
53167,Order of Operations All,1,6,0,1,32530405,1,27058
53167,Percent Of,1,6,0,1,32530482,1,58493
53167,Prime Number,1,1,0,1,32618805,1,24502
53167,Rounding,1,2,0,1,32618851,1,5899
53167,Addition and Subtraction Integers,1,9,0,1,32618888,1,4933
53167,Congruence,1,2,0,1,32618915,1,5496
53167,Exponents,1,2,0,1,32618963,1,19295
53167,Nets of 3D Figures,1,2,0,1,32619014,1,11021
53167,Square Root,1,8,0,1,32619040,1,5619
53167,Square Root,1,9,0,1,32619100,1,71401
53167,Square Root,1,10,0,1,32619221,1,53274
53167,Square Root,1,11,0,1,32619286,1,8427
53167,Square Root,1,12,0,1,32619318,1,4631
53167,Square Root,1,13,0,1,32619324,1,3145
53167,Proportion,0,2,0,2,33401989,1,45238
53167,Proportion,1,3,0,1,33402120,1,11358
53167,Proportion,1,4,0,1,33402139,1,8115
53167,Proportion,1,5,0,1,33402161,1,5911
53167,Proportion,0,6,2,3,33402196,1,40379
53167,Proportion,0,7,3,2,33402253,1,9923
53167,Finding Percents,0,1,3,5,33444439,1,176088
53167,Divisibility Rules,1,11,0,1,33446607,1,23152
53167,Estimation,0,1,0,1,33447687,1,45943
53167,Square Root,0,14,0,1,33447687,1,45943
53167,Estimation,0,2,0,1,33448120,1,8783
53167,Square Root,0,15,0,1,33448120,1,8783
53167,Estimation,0,3,0,1,33448432,1,24723
53167,Square Root,0,16,0,1,33448432,1,24723
53167,Scientific Notation,1,1,0,1,33448835,1,8454
53167,Scientific Notation,1,2,0,1,33448904,1,14283
53167,Scientific Notation,0,3,2,8,33448994,1,31895
53167,Scientific Notation,1,4,0,1,33450022,1,8907
53167,Scientific Notation,1,5,0,1,33450059,1,7064
53167,Pythagorean Theorem,1,1,0,1,35128018,1,72533
53167,Order of Operations All,0,7,0,1,35128203,1,30642
53167,Table,1,12,0,1,35128429,1,12110
53167,Mode,1,3,0,1,35128429,1,12110
53167,Table,1,13,0,1,35128448,1,10000
53167,Mode,1,4,0,1,35128448,1,10000
53167,Table,0,14,0,1,35128502,1,82862
53167,Median,0,4,0,1,35128502,1,82862
53167,Table,1,15,0,1,35128726,1,15266
53167,Range,1,5,0,1,35128726,1,15266
53167,Table,1,16,0,1,35128779,1,10453
53167,Range,1,6,0,1,35128779,1,10453
53167,Median,1,5,0,16,35128920,1,81035
53167,Mean,0,1,0,3,35129136,1,93552
53167,Equation Solving Two or Fewer Steps,0,6,0,1,35506517,1,178516
53167,Equation Solving Two or Fewer Steps,0,7,2,4,35506697,1,77300
53167,Equation Solving Two or Fewer Steps,1,8,0,1,35506783,1,20461
53167,Equation Solving Two or Fewer Steps,1,9,0,1,35506790,1,18061
53167,Equation Solving Two or Fewer Steps,0,10,0,1,35506795,1,20478
53167,Equation Solving More Than Two Steps,1,1,0,1,35506845,1,26989
53167,Equation Solving More Than Two Steps,1,2,0,1,35506856,1,26819
53167,Equation Solving More Than Two Steps,1,3,0,1,35506888,1,23545
53167,Equation Solving More Than Two Steps,1,4,0,1,35506916,1,26040
53167,Equation Solving More Than Two Steps,0,5,0,1,35506931,1,23668
53167,Equation Solving More Than Two Steps,1,6,0,1,35507020,1,30392
53167,Equation Solving More Than Two Steps,0,7,0,1,35507045,1,20165
53167,Equation Solving More Than Two Steps,1,8,0,1,35507087,1,22633
53167,Equation Solving More Than Two Steps,1,9,0,1,35507105,1,16023
53167,Equation Solving More Than Two Steps,1,10,0,1,35507113,1,24616
53167,Scatter Plot,1,1,0,1,35507211,1,15800
53167,Scatter Plot,0,2,1,3,35507230,1,14002
53167,Scatter Plot,1,3,0,1,35507286,1,12559
53167,Scatter Plot,1,4,0,1,35507293,1,9082
53167,Scatter Plot,0,5,0,2,35507298,1,20972
53167,Pattern Finding ,0,1,1,4,35507318,1,21895
53167,Calculations with Similar Figures,0,3,1,3,35753870,1,13671
53167,Calculations with Similar Figures,0,4,0,2,35754149,1,56715
53167,Calculations with Similar Figures,1,5,0,1,35754416,1,49200
53167,Calculations with Similar Figures,1,6,0,1,35754605,1,52856
53167,Calculations with Similar Figures,1,7,0,1,35754772,1,54123
53167,Calculations with Similar Figures,1,8,0,1,35754929,1,31921
53167,Calculations with Similar Figures,1,9,0,1,35755017,1,31374
53167,Proportion,1,8,0,1,35755540,1,41232
54318,Equation Solving More Than Two Steps,0,1,0,1,28025073,1,52514
54318,Equation Solving More Than Two Steps,1,2,0,1,28025127,1,95119
54318,Equation Solving More Than Two Steps,0,3,0,1,28025188,1,32444
54318,Equation Solving More Than Two Steps,1,4,0,1,28025226,1,15765
54318,Equation Solving More Than Two Steps,1,5,0,1,28025272,1,15357
54318,Equation Solving More Than Two Steps,1,6,0,1,28025291,1,13370
54318,Equation Solving More Than Two Steps,0,7,0,1,28025300,1,7173
54318,Equation Solving More Than Two Steps,1,8,0,1,28025320,1,17897
54318,Equation Solving More Than Two Steps,0,9,0,1,28025338,1,16558
54318,Equation Solving More Than Two Steps,1,10,0,1,28025365,1,11836
54318,Equation Solving More Than Two Steps,1,11,0,1,28025379,1,11604
58161,Equation Solving More Than Two Steps,0,1,2,1,34986426,1,1899873
58161,Equation Solving More Than Two Steps,0,2,2,1,34986765,1,3280
58161,Equation Solving More Than Two Steps,0,3,3,1,34986790,1,5219
58161,Equation Solving More Than Two Steps,0,4,2,1,34986816,1,8878
58161,Equation Solving More Than Two Steps,1,5,0,1,34986851,1,10463
58161,Equation Solving More Than Two Steps,0,6,0,3,34986882,1,7280
58161,Equation Solving More Than Two Steps,0,7,0,2,34987023,1,64546
58161,Equation Solving More Than Two Steps,1,8,0,1,34987327,1,25611
58161,Equation Solving More Than Two Steps,1,9,0,1,34987406,1,18339
58161,Equation Solving More Than Two Steps,1,10,0,1,34987496,1,13522
64525,Addition and Subtraction Positive Decimals,0,1,0,1,21441630,1,20797
64525,Addition and Subtraction Positive Decimals,1,2,0,1,21441970,1,13797
64525,Addition and Subtraction Positive Decimals,0,3,0,1,21442097,1,14172
64525,Addition and Subtraction Positive Decimals,1,4,0,1,21442513,1,48813
64525,Addition and Subtraction Positive Decimals,1,5,0,1,21442851,1,22187
64525,Addition and Subtraction Fractions,1,1,0,1,21443065,1,27672
64525,Multiplication and Division Integers,1,1,0,1,21443359,1,5390
64525,Addition and Subtraction Fractions,1,2,0,1,21443474,1,13937
64525,Multiplication Fractions,1,1,0,1,21443626,1,23359
64525,Addition and Subtraction Positive Decimals,1,6,0,1,21443836,1,19235
64525,Addition Whole Numbers,1,1,0,1,21444055,1,20984
64525,Addition and Subtraction Integers,1,1,0,1,21444248,1,5953
64525,Multiplication and Division Integers,1,2,0,1,21444372,1,5016
64525,Multiplication and Division Integers,1,3,0,1,21444531,1,9922
64525,Addition and Subtraction Integers,1,2,0,1,21444708,1,7094
64525,Addition and Subtraction Integers,1,3,0,1,21444811,1,7610
64525,Rounding,1,1,0,1,21444947,1,8610
64525,Congruence,1,1,0,1,21445084,1,7734
64525,Multiplication and Division Integers,1,4,0,1,21445284,1,4828
64525,Addition and Subtraction Positive Decimals,1,7,0,1,23711101,1,32547
64525,Ordering Integers,1,1,0,1,24572676,1,11547
64525,Ordering Positive Decimals,1,1,0,1,24572796,1,18391
64525,Multiplication and Division Integers,1,5,0,1,24572923,1,11344
64525,"Order of Operations +,-,/,* () positive reals",0,1,0,1,24573027,1,79312
64525,"Order of Operations +,-,/,* () positive reals",1,2,0,1,24573754,1,23937
64525,"Order of Operations +,-,/,* () positive reals",1,3,0,1,24573867,1,33218
64525,Addition Whole Numbers,1,2,0,1,28177097,1,15282
64525,Absolute Value,1,1,0,1,28177097,1,15282
64525,Addition Whole Numbers,1,3,0,1,28177108,1,5337
64525,Absolute Value,1,2,0,1,28177108,1,5337
64525,Addition and Subtraction Positive Decimals,1,8,0,1,28177121,1,64263
64525,Addition and Subtraction Fractions,1,3,0,1,28177166,1,39476
64525,Addition and Subtraction Fractions,1,4,0,1,28177193,1,26934
64525,Addition Whole Numbers,1,4,0,1,28177219,1,44933
64525,Addition Whole Numbers,1,5,0,1,28177260,1,20761
64525,Addition Whole Numbers,1,6,0,1,28177270,1,17860
64525,Addition Whole Numbers,1,7,0,1,28177292,1,17312
64525,Addition Whole Numbers,1,8,0,1,28177308,1,25604
64525,Ordering Positive Decimals,1,2,0,1,28177332,1,34242
64525,Conversion of Fraction Decimals Percents,1,1,0,1,28177370,1,10719
64525,Conversion of Fraction Decimals Percents,0,2,1,2,28177390,1,18155
64525,Conversion of Fraction Decimals Percents,1,3,0,1,28177422,1,13351
64525,Conversion of Fraction Decimals Percents,1,4,0,1,28177432,1,12574
64525,Conversion of Fraction Decimals Percents,1,5,0,1,28177452,1,10335
64525,Conversion of Fraction Decimals Percents,1,6,0,1,28177470,1,7821
64525,Conversion of Fraction Decimals Percents,1,7,0,1,28177500,1,22097
64525,Conversion of Fraction Decimals Percents,1,8,0,1,28177527,1,22097
64525,Unit Conversion Within a System,1,1,0,1,28177545,1,89200
64525,Unit Rate,1,1,0,1,28177545,1,89200
64525,Percent Of,1,1,0,1,28177591,1,48041
64525,Multiplication and Division Positive Decimals,1,1,0,1,28177690,1,21492
64525,Division Fractions,1,1,0,1,28177811,1,53014
64525,Multiplication and Division Integers,1,6,0,1,28178046,1,6688
64525,Multiplication and Division Integers,1,7,0,1,28178091,1,7978
64525,Exponents,1,1,0,1,28178152,1,16960
64525,Finding Percents,0,1,0,1,28178426,1,37415
64525,Finding Percents,0,2,0,1,28178522,1,30629
64525,Finding Percents,1,3,0,1,28178662,1,47691
64525,Finding Percents,1,4,0,1,28178736,1,19027
64525,Finding Percents,1,5,0,1,28178755,1,43858
64525,Divisibility Rules,0,1,0,2,28178809,1,21788
64525,Divisibility Rules,0,2,0,2,28178837,1,7568
64525,Divisibility Rules,1,3,0,1,28178904,1,7328
64525,Divisibility Rules,1,4,0,1,28178925,1,8840
64525,Divisibility Rules,1,5,0,1,28178942,1,9586
64525,Divisibility Rules,0,6,0,2,28178954,1,9116
64525,Divisibility Rules,1,7,0,1,28178987,1,5094
64525,Divisibility Rules,1,8,0,1,28179001,1,3550
64525,Divisibility Rules,0,9,0,2,28179016,1,110890
64525,Divisibility Rules,1,10,0,1,28179149,1,6919
64525,Addition and Subtraction Integers,1,4,0,1,28179201,1,6476
64525,Multiplication and Division Integers,1,8,0,1,28179254,1,155647
64525,Multiplication and Division Integers,1,9,0,1,28179497,1,9157
64525,Addition and Subtraction Integers,1,5,0,1,28179560,1,6158
64525,Least Common Multiple,1,1,0,1,28179611,1,102486
64525,Least Common Multiple,1,2,0,1,28179769,1,138321
64525,Least Common Multiple,1,3,0,1,28179985,1,190559
64525,Least Common Multiple,1,4,0,1,28180396,1,9719
64525,Multiplication Fractions,1,2,0,1,28180506,1,19618
64525,Multiplication Fractions,1,3,0,1,28180602,1,39668
64525,Multiplication and Division Integers,1,10,0,1,28180762,1,13518
64525,Ordering Positive Decimals,1,3,0,1,28180867,1,59626
64525,Ordering Fractions,1,1,0,1,28180867,1,59626
64525,Ordering Positive Decimals,1,4,0,1,28181047,1,9717
64525,Ordering Positive Decimals,1,5,0,1,28181192,1,10733
64525,Ordering Fractions,1,2,0,1,28181270,1,23083
64525,Ordering Fractions,1,3,0,1,28181314,1,7992
64525,Ordering Fractions,1,4,0,1,28181339,1,7701
64525,Ordering Fractions,1,5,0,1,28181387,1,13347
64525,Ordering Fractions,1,6,0,1,28181465,1,38916
64525,Ordering Fractions,1,7,0,1,28181644,1,8944
